Site number,Site name,Province,Latitude,Longitude,Drainage region ID,Land use category,Tested substances,Core site?,Sampling period,Category,Report year,Site link,Site details
NF02ZM0098,Virginia River at Headwaters,Newfoundland and Labrador,47.5989,-52.7547,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0098,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0098&GoCTemplateCulture=en-CA
"
NF02ZM0175,Waterford River at Brookfield Road,Newfoundland and Labrador,47.5261,-52.7633,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0175,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0175&GoCTemplateCulture=en-CA
"
NF02ZM0176,South Brook at mouth,Newfoundland and Labrador,47.5281,-52.7467,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0176,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0176&GoCTemplateCulture=en-CA
"
NF02ZM0177,Rennies River at Portugal Cove Road,Newfoundland and Labrador,47.5744,-52.71,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0177,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0177&GoCTemplateCulture=en-CA
"
NF02ZM0178,Learys Brook at Clinch Crescent Bridge,Newfoundland and Labrador,47.5725,-52.7392,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Marginal,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0178,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0178&GoCTemplateCulture=en-CA
"
NF02ZM0179,Virginia River at Guzzwell Drive,Newfoundland and Labrador,47.5964,-52.7017,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0179,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0179&GoCTemplateCulture=en-CA
"
NF02ZM0180,Virginia River at Newfoundland Drive,Newfoundland and Labrador,47.5997,-52.7006,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0180,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0180&GoCTemplateCulture=en-CA
"
NF02ZM0181,Waterford River,Newfoundland and Labrador,47.5481,-52.7192,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Marginal,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0181,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0181&GoCTemplateCulture=en-CA
"
NF02ZM0182,Waterford River at Bremigans Pond,Newfoundland and Labrador,47.5186,-52.8558,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0182,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0182&GoCTemplateCulture=en-CA
"
NF02ZM0183,Kelligrews River at Kelliview Crescent,Newfoundland and Labrador,47.4958,-53.0175,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0183,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0183&GoCTemplateCulture=en-CA
"
NF02ZM0185,South Brook at Headwaters,Newfoundland and Labrador,47.4947,-52.8133,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0185,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0185&GoCTemplateCulture=en-CA
"
NF02ZM0294,Manuals River,Newfoundland and Labrador,47.5197,-52.9447,25,Populated,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZM0294,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZM0294&GoCTemplateCulture=en-CA
"
NF02ZN0004,Salmonier River,Newfoundland and Labrador,47.1817,-53.3989,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF02ZN0004,"http://indicators-map.canada.ca/App/Detail?id=06NF02ZN0004&GoCTemplateCulture=en-CA
"
NF03NF0013,Ugjoktok River,Newfoundland and Labrador,55.2333,-61.2992,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03NF0013,"http://indicators-map.canada.ca/App/Detail?id=06NF03NF0013&GoCTemplateCulture=en-CA
"
NF03OA0020,Ashuanipi River,Newfoundland and Labrador,53.0017,-66.2416,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03OA0020,"http://indicators-map.canada.ca/App/Detail?id=06NF03OA0020&GoCTemplateCulture=en-CA
"
NF03OC0012,Atikonak River,Newfoundland and Labrador,52.9675,-64.6611,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03OC0012,"http://indicators-map.canada.ca/App/Detail?id=06NF03OC0012&GoCTemplateCulture=en-CA
"
NF03OD0011,East Metchin River-Labrador,Newfoundland and Labrador,53.4353,-63.2342,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03OD0011,"http://indicators-map.canada.ca/App/Detail?id=06NF03OD0011&GoCTemplateCulture=en-CA
"
NF03OD0012,Wilson River East Branch,Newfoundland and Labrador,53.3092,-62.9197,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03OD0012,"http://indicators-map.canada.ca/App/Detail?id=06NF03OD0012&GoCTemplateCulture=en-CA
"
NF03OE0030,Minipi River,Newfoundland and Labrador,52.6147,-61.1864,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03OE0030,"http://indicators-map.canada.ca/App/Detail?id=06NF03OE0030&GoCTemplateCulture=en-CA
"
NF03OE0032,Pinus River at Hydrometric Station,Newfoundland and Labrador,53.1478,-61.5586,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03OE0032,"http://indicators-map.canada.ca/App/Detail?id=06NF03OE0032&GoCTemplateCulture=en-CA
"
NF03OE0033,Big Pond Brook,Newfoundland and Labrador,53.5119,-60.2919,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03OE0033,"http://indicators-map.canada.ca/App/Detail?id=06NF03OE0033&GoCTemplateCulture=en-CA
"
NF03OE0035,Dominion Lake,Newfoundland and Labrador,52.728935,-61.75402,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03OE0035,"http://indicators-map.canada.ca/App/Detail?id=06NF03OE0035&GoCTemplateCulture=en-CA
"
NF03OE0037,Cache River,Newfoundland and Labrador,53.1925,-62.2031,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03OE0037,"http://indicators-map.canada.ca/App/Detail?id=06NF03OE0037&GoCTemplateCulture=en-CA
"
NF03PB0025,Naskaupi River below Naskaupi Lake,Newfoundland and Labrador,54.1317,-61.4292,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03PB0025,"http://indicators-map.canada.ca/App/Detail?id=06NF03PB0025&GoCTemplateCulture=en-CA
"
NF03PB0028,Cape Caribou River,Newfoundland and Labrador,53.6211,-60.4144,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03PB0028,"http://indicators-map.canada.ca/App/Detail?id=06NF03PB0028&GoCTemplateCulture=en-CA
"
NF03PB0032,Susan River,Newfoundland and Labrador,53.7381,-60.9467,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03PB0032,"http://indicators-map.canada.ca/App/Detail?id=06NF03PB0032&GoCTemplateCulture=en-CA
"
NF03QC0001,Eagle River,Newfoundland and Labrador,53.465,-57.5581,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03QC0001,"http://indicators-map.canada.ca/App/Detail?id=06NF03QC0001&GoCTemplateCulture=en-CA
"
NF03QC0002,Alexis River Approx. 48 km from Port Hope Simpson,Newfoundland and Labrador,52.6489,-56.8714,25,Remote,"Chloride, Copper, Iron, Lead, Nickel, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.canal.gov.nl.ca/root/main/station_details_e.asp?envirodat=NF03QC0002,"http://indicators-map.canada.ca/App/Detail?id=06NF03QC0002&GoCTemplateCulture=en-CA
"
NS01DC0001,Annapolis R. at Bridge 650m South Hwy 1 (WSC Gauge),Nova Scotia,44.9536,-65.0025,24,Populated and Agriculture,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Marginal,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01DC0001&GoCTemplateCulture=en-CA
"
NS01DC0203,South Annapolis River at Millville,Nova Scotia,45.0017,-64.8223,24,Remote,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.novascotia.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01DC0203&GoCTemplateCulture=en-CA
"
NS01DD0016,Cornwallis River at Bridge 850 m North of Hwy 1,Nova Scotia,45.0647,-64.6358,24,Populated and Agriculture,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Marginal,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01DD0016&GoCTemplateCulture=en-CA
"
NS01DL0009,"Kelley River at Nine Mile Ford, Game Sanctuary",Nova Scotia,45.5867,-64.4517,24,Remote,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01DL0009&GoCTemplateCulture=en-CA
"
NS01DR0001,South River at St. Andrews,Nova Scotia,45.5578,-61.9039,24,Remote,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01DR0001&GoCTemplateCulture=en-CA
"
NS01EA0001,Tusket River at Wilsons Bridge,Nova Scotia,43.9242,-65.8667,24,Remote,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01EA0001&GoCTemplateCulture=en-CA
"
NS01EC0005,"Roseway River (WSC Gauge), Lower Ohio",Nova Scotia,43.8381,-65.3694,24,Remote,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01EC0005&GoCTemplateCulture=en-CA
"
NS01ED0005,Mersey R. below Mill Falls SW of Maitland Bridge,Nova Scotia,44.43667,-65.22278,24,Remote,"Chloride, Copper, Iron, Lead, Nitrogen, pH, Phosphorus, Zinc",1,2015-2017,Marginal,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01ED0005&GoCTemplateCulture=en-CA
"
NS01ED9111,Shelburne River,Nova Scotia,44.2117,-65.2383,24,Remote,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01ED9111&GoCTemplateCulture=en-CA
"
NS01EF0002,Lahave River at West Northfield Bridge (WSC Gauge),Nova Scotia,44.4467,-64.5917,24,Remote,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01EF0002&GoCTemplateCulture=en-CA
"
NS01EJ0001,"Sackville River at Hwy 1 Bridge, Bedford",Nova Scotia,44.7303,-63.6631,24,Populated,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Fair,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01EJ0001&GoCTemplateCulture=en-CA
"
NS01EJ0157,Little Sackville River,Nova Scotia,44.7636,-63.6889,24,Populated,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Marginal,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01EJ0157&GoCTemplateCulture=en-CA
"
NS01EO0001,"St. Mary's River at Hwy 7 Bridge, Stillwater",Nova Scotia,45.1739,-61.98,24,Remote,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01EO0001&GoCTemplateCulture=en-CA
"
NS01FB0001,Northeast Margaree River at Bridge (WSC Gauge),Nova Scotia,46.3656,-60.975,24,Remote,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01FB0001&GoCTemplateCulture=en-CA
"
NS01FC0004,Cheticamp River above Robert Brook (WSC Gauge),Nova Scotia,46.6428,-60.9439,24,Remote,"Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",1,2015-2017,Good,2019,http://www.gov.ns.ca/nse/surface.water/,"http://indicators-map.canada.ca/App/Detail?id=06NS01FC0004&GoCTemplateCulture=en-CA
"
NW07OB0002,Hay River near Alberta/NWT Border,Northwest Territories,60.0047,-116.971,7,Remote,"Ammonia, Chloride, Copper, Iron, Lead, Nitrogen, Oxygen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.ainc-inac.gc.ca/nth/wa/wm-eng.asp,"http://indicators-map.canada.ca/App/Detail?id=06NW07OB0002&GoCTemplateCulture=en-CA
"
NW07SA0010,Marian River at Frank's Channel,Northwest Territories,62.83778,-116.15638,7,Remote,"Ammonia, Arsenic, Chloride, Chromium, Copper, Iron, Lead, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.ainc-inac.gc.ca/nth/wa/wm-eng.asp,"http://indicators-map.canada.ca/App/Detail?id=06NW07SA0010&GoCTemplateCulture=en-CA
"
NW07SB0007,Yellowknife River Upstream of Yellowknife Bay,Northwest Territories,62.574165,-114.34611,7,Remote,"Ammonia, Arsenic, Chloride, Chromium, Copper, Iron, Lead, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.ainc-inac.gc.ca/nth/wa/wm-eng.asp,"http://indicators-map.canada.ca/App/Detail?id=06NW07SB0007&GoCTemplateCulture=en-CA
"
NW07SB0010,Cameron River below Reid Lake,Northwest Territories,62.498055,-113.74972,7,Remote,"Ammonia, Arsenic, Chloride, Chromium, Copper, Iron, Lead, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.ainc-inac.gc.ca/nth/wa/wm-eng.asp,"http://indicators-map.canada.ca/App/Detail?id=06NW07SB0010&GoCTemplateCulture=en-CA
"
NW10ED0001,Liard River at Fort Liard,Northwest Territories,60.2431,-123.479,7,Mining,"Ammonia, Chloride, Copper, Iron, Lead, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.ainc-inac.gc.ca/nth/wa/wm-eng.asp,"http://indicators-map.canada.ca/App/Detail?id=06NW10ED0001&GoCTemplateCulture=en-CA
"
NW10ED0002,Liard River near the mouth,Northwest Territories,61.7397,-121.219,7,Mining,"Ammonia, Chloride, Copper, Iron, Lead, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.ainc-inac.gc.ca/nth/wa/wm-eng.asp,"http://indicators-map.canada.ca/App/Detail?id=06NW10ED0002&GoCTemplateCulture=en-CA
"
NW10FB0006,Mackenzie River at Strong Point,Northwest Territories,61.8181,-120.79,7,Mining,"Ammonia, Chloride, Copper, Iron, Lead, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.ainc-inac.gc.ca/nth/wa/wm-eng.asp,"http://indicators-map.canada.ca/App/Detail?id=06NW10FB0006&GoCTemplateCulture=en-CA
"
NW10JC0001,Great Bear River at Outlet of Great Bear Lake,Northwest Territories,65.1358,-123.514,7,Remote,"Ammonia, Chloride, Copper, Iron, Lead, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.ainc-inac.gc.ca/nth/wa/wm-eng.asp,"http://indicators-map.canada.ca/App/Detail?id=06NW10JC0001&GoCTemplateCulture=en-CA
"
NW10KA0001,Mackenzie River at Norman Wells,Northwest Territories,65.2817,-126.849,7,Remote,"Ammonia, Chloride, Copper, Iron, Lead, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Fair,2019,http://www.ainc-inac.gc.ca/nth/wa/wm-eng.asp,"http://indicators-map.canada.ca/App/Detail?id=06NW10KA0001&GoCTemplateCulture=en-CA
"
NW10LA0003,Mackenzie River above Arctic Red River,Northwest Territories,67.45611,-133.73694,7,Remote,"Ammonia, Chloride, Copper, Iron, Lead, Nitrogen, pH, Phosphorus, Zinc",0,2015-2017,Good,2019,http://www.ainc-inac.gc.ca/nth/wa/wm-eng.asp,"http://indicators-map.canada.ca/App/Detail?id=06NW10LA0003&GoCTemplateCulture=en-CA
"
PE01CA0001,Mill River at WSC Gauge in Bloomfield Park,Prince Edward Island,46.744167,-64.18166,24,Low Agriculture,"Chloride, Copper, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.pe.ca/waterdata/index/viewstation?map=YES&Station_ID=673,"http://indicators-map.canada.ca/App/Detail?id=06PE01CA0001&GoCTemplateCulture=en-CA
"
PE01CA0043,Cain's Brook near Bloomfield Corner,Prince Edward Island,46.754623,-64.17974,24,Low Agriculture,"Chloride, Copper, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",0,2015-2017,Good,2019,http://www.gov.pe.ca/waterdata/index/viewstation?map=YES&Station_ID=674,"http://indicators-map.canada.ca/App/Detail?id=06PE01CA0043&GoCTemplateCulture=en-CA
"
PE01CB0001,Dunk River at Wall Road,Prince Edward Island,46.345554,-63.63278,24,High Agriculture,"Chloride, Copper, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",0,2015-2017,Fair,2019,http://www.gov.pe.ca/waterdata/index/viewstation?map=YES&Station_ID=1149,"http://indicators-map.canada.ca/App/Detail?id=06PE01CB0001&GoCTemplateCulture=en-CA
"
PE01CB0143,Wilmot River near Kelvin Grove,Prince Edward Island,46.393333,-63.65861,24,Populated and Agriculture,"Chloride, Copper, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.pe.ca/waterdata/index/viewstation?map=YES&Station_ID=1135,"http://indicators-map.canada.ca/App/Detail?id=06PE01CB0143&GoCTemplateCulture=en-CA
"
PE01CC0010,Clyde R. about 1.5 km North of Clyde R. (Hwy 247),Prince Edward Island,46.236942,-63.2625,24,Populated and Agriculture,"Chloride, Copper, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",0,2015-2017,Good,2019,http://www.gov.pe.ca/waterdata/index/viewstation?map=YES&Station_ID=329,"http://indicators-map.canada.ca/App/Detail?id=06PE01CC0010&GoCTemplateCulture=en-CA
"
PE01CC0213,West River at Riverdale,Prince Edward Island,46.23083,-63.35139,24,Medium Agriculture,"Chloride, Copper, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",0,2015-2017,Good,2019,http://www.gov.pe.ca/waterdata/index/viewstation?map=YES&Station_ID=330,"http://indicators-map.canada.ca/App/Detail?id=06PE01CC0213&GoCTemplateCulture=en-CA
"
PE01CD0003,Morell River from Road Bridge,Prince Edward Island,46.362778,-62.703056,24,Medium Agriculture,"Chloride, Copper, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",0,2015-2017,Good,2019,http://www.gov.pe.ca/waterdata/index/viewstation?map=YES&Station_ID=1105,"http://indicators-map.canada.ca/App/Detail?id=06PE01CD0003&GoCTemplateCulture=en-CA
"
PE01CD0050,Bear River at St. Margarets,Prince Edward Island,46.453056,-62.3825,24,Low Agriculture,"Chloride, Copper, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",1,2015-2017,Fair,2019,http://www.gov.pe.ca/waterdata/index/viewstation?map=YES&Station_ID=36,"http://indicators-map.canada.ca/App/Detail?id=06PE01CD0050&GoCTemplateCulture=en-CA
"
PE01CE0099,Montague River above Knox Pond,Prince Edward Island,46.149723,-62.696945,24,High Agriculture,"Chloride, Copper, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",0,2015-2017,Good,2019,http://www.gov.pe.ca/waterdata/index/viewstation?map=YES&Station_ID=623,"http://indicators-map.canada.ca/App/Detail?id=06PE01CE0099&GoCTemplateCulture=en-CA
"
PE01CE0100,Valleyfield River near Kilmuir,Prince Edward Island,46.13861,-62.67806,24,Medium Agriculture,"Chloride, Copper, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",0,2015-2017,Good,2019,http://www.gov.pe.ca/waterdata/index/viewstation?map=YES&Station_ID=650,"http://indicators-map.canada.ca/App/Detail?id=06PE01CE0100&GoCTemplateCulture=en-CA
"
PE01CE0101,Montague River at Oceanview,Prince Edward Island,46.068962,-62.81274,24,Populated and Agriculture,"Chloride, Copper, Nitrogen, Oxygen, pH, Phosphorus, Total Suspended Solids, Zinc",0,2015-2017,Fair,2019,http://www.gov.pe.ca/waterdata/index/viewstation?map=YES&Station_ID=648,"http://indicators-map.canada.ca/App/Detail?id=06PE01CE0101&GoCTemplateCulture=en-CA
"
QU02LB9001,Des Outaouais à Carillon,Quebec,45.56757,-74.37987,20,Mining,"Ammonia, Chlorophyll, Copper, Mercury, Nickel, Nitrogen, pH, Phosphorus, Turbidity, Zinc",1,2015-2017,Fair,2019,http://www.ec.gc.ca/stl/default.asp?lang=Fr&n=ECB00D30-1,"http://indicators-map.canada.ca/App/Detail?id=06QU02LB9001&GoCTemplateCulture=en-CA
"
QU02NG3013,"Rivière Saint-Maurice, Prise D'eau De l'Usine De Filtration De Trois-Rivières",Quebec,46.382,-72.6105,21,Mining,"Ammonia, Chlorophyll, Copper, Mercury, Nickel, Nitrogen, pH, Phosphorus, Turbidity, Zinc",0,2015-2017,Fair,2019,NULL,"http://indicators-map.canada.ca/App/Detail?id=06QU02NG3013&GoCTemplateCulture=en-CA
"
QU02NG3020,"Rivière à la Pêche, Station Cabin Rpa001 (Parc National De la Mauricie)",Quebec,46.67764,-72.86525,21,Remote,"Ammonia, Chlorophyll, Copper, Mercury, Nickel, Nitrogen, pH, Phosphorus, Turbidity, Zinc",0,2015-2017,Good,2019,NULL,"http://indicators-map.canada.ca/App/Detail?id=06QU02NG3020&GoCTemplateCulture=en-CA
"
QU02OB9004,"Fleuve Saint-Laurent, Prise D'eau De l'Usine De Filtration De Lavaltrie",Quebec,45.874416,-73.28065,21,Populated and Mining,"Ammonia, Chlorophyll, Copper, Mercury, Nickel, Nitrogen, pH, Phosphorus, Turbidity, Zinc",0,2015-2017,Marginal,2019,NULL,"http://indicators-map.canada.ca/App/Detail?id=06QU02OB9004&GoCTemplateCulture=en-CA
"
QU02OD3004,Nicolet River at Nicolet,Quebec,46.245373,-72.65123,21,Populated and Agriculture,"Ammonia, Atrazine, Bentazone, Chlorophyll, Dicamba, Metolachlor, Nitrogen, Phosphorus, Turbidity",1,2015-2017,Marginal,2019,http://www.ec.gc.ca/stl/default.asp?lang=Fr&n=ECB00D30-1,"http://indicators-map.canada.ca/App/Detail?id=06QU02OD3004&GoCTemplateCulture=en-CA
"
